ID	comment	sand(%)	silt(%)	clay(%)	Theta_r	Theta_s	Alpha	N	Ks	psi_inflec
921	NA	46	0	54	0.09017	0.41941	2.979	1.15474	1.89477E-06	-0.058886762
922	NA	46	2	52	0.0892	0.41951	3.025	1.16372	1.89388E-06	-0.061285446
923	NA	46	4	50	0.08823	0.41928	3.035	1.17382	1.89744E-06	-0.064739998
924	NA	46	6	48	0.08723	0.41874	3.01	1.18502	1.88651E-06	-0.069318373
925	NA	46	8	46	0.0862	0.41794	2.953	1.19735	1.83141E-06	-0.075128687
926	NA	46	10	44	0.08512	0.41691	2.87	1.21083	1.70341E-06	-0.082252829
927	NA	46	12	42	0.08398	0.41572	2.765	1.2255	1.5006E-06	-0.090868546
928	NA	46	14	40	0.08277	0.41443	2.645	1.2414	1.2609E-06	-0.101086538
929	NA	46	16	38	0.08149	0.41312	2.517	1.25852	1.04448E-06	-0.112965727
930	NA	46	18	36	0.08011	0.41186	2.385	1.27682	8.9308E-07	-0.126625953
931	NA	46	20	34	0.07862	0.41073	2.255	1.29621	8.15231E-07	-0.141996113
932	NA	46	22	32	0.07699	0.40975	2.129	1.31655	8.02918E-07	-0.159096221
933	NA	46	24	30	0.07519	0.40884	2.006	1.33756	8.35745E-07	-0.17807974
934	NA	46	26	28	0.07315	0.40787	1.885	1.3589	8.94925E-07	-0.199153117
935	NA	46	28	26	0.07083	0.40666	1.763	1.38016	9.72685E-07	-0.222856048
936	NA	46	30	24	0.0682	0.40509	1.64	1.40099	1.06078E-06	-0.249665127
937	NA	46	32	22	0.06524	0.4031	1.518	1.42108	1.15128E-06	-0.279898875
938	NA	46	34	20	0.06193	0.40073	1.398	1.44015	1.24438E-06	-0.314069084
939	NA	46	36	18	0.05829	0.39815	1.285	1.4579	1.3581E-06	-0.35164909
940	NA	46	38	16	0.05444	0.39582	1.184	1.47418	1.5291E-06	-0.39128346
941	NA	46	40	14	0.05056	0.39444	1.098	1.48918	1.82019E-06	-0.431257609
942	NA	46	42	12	0.04674	0.39467	1.029	1.50306	2.29377E-06	-0.469164821
943	NA	46	44	10	0.04299	0.3969	0.979	1.51564	2.97886E-06	-0.501501538
944	NA	46	46	8	0.03927	0.40137	0.947	1.52658	3.90638E-06	-0.525830263
945	NA	46	48	6	0.0356	0.4083	0.934	1.53549	5.09948E-06	-0.539144874
946	NA	46	50	4	0.03205	0.41796	0.942	1.542	6.70956E-06	-0.538853974
947	NA	46	52	2	0.02872	0.43061	0.973	1.54589	8.91981E-06	-0.524144996
948	NA	46	54	0	0.02574	0.44648	1.032	1.54707	1.18881E-05	-0.494879648
949	NA	48	0	52	0.0889	0.41414	2.959	1.15988	1.97339E-06	-0.061216066
950	NA	48	2	50	0.08786	0.41417	3.002	1.16934	1.97901E-06	-0.063816877
951	NA	48	4	48	0.0868	0.41389	3.009	1.17992	1.98051E-06	-0.067507227
952	NA	48	6	46	0.08573	0.41332	2.983	1.1916	1.94951E-06	-0.072316627
953	NA	48	8	44	0.08461	0.41251	2.926	1.2044	1.85289E-06	-0.078372289
954	NA	48	10	42	0.08344	0.41151	2.844	1.21835	1.67571E-06	-0.085754896
955	NA	48	12	40	0.08221	0.41037	2.742	1.23346	1.44269E-06	-0.094590474
956	NA	48	14	38	0.0809	0.40918	2.628	1.24974	1.20839E-06	-0.104904229
957	NA	48	16	36	0.07951	0.40802	2.507	1.26718	1.02648E-06	-0.116775176
958	NA	48	18	34	0.078	0.40697	2.386	1.28568	9.17848E-07	-0.130085924
959	NA	48	20	32	0.07637	0.40607	2.266	1.3051	8.82557E-07	-0.144909808
960	NA	48	22	30	0.07457	0.4053	2.15	1.32521	9.07764E-07	-0.161126128
961	NA	48	24	28	0.07256	0.40453	2.036	1.34567	9.70648E-07	-0.178884687
962	NA	48	26	26	0.07029	0.40362	1.92	1.36608	1.05846E-06	-0.198634898
963	NA	48	28	24	0.06772	0.40241	1.804	1.38604	1.16554E-06	-0.220413718
964	NA	48	30	22	0.06484	0.40083	1.686	1.40523	1.28444E-06	-0.244811092
965	NA	48	32	20	0.06164	0.39887	1.569	1.42336	1.40833E-06	-0.271896702
966	NA	48	34	18	0.05811	0.39665	1.457	1.44013	1.53962E-06	-0.301341071
967	NA	48	36	16	0.05429	0.3945	1.353	1.45531	1.69952E-06	-0.332612639
968	NA	48	38	14	0.05032	0.39303	1.262	1.46896	1.93148E-06	-0.364227267
969	NA	48	40	12	0.04638	0.39296	1.187	1.48138	2.31553E-06	-0.394462992
970	NA	48	42	10	0.04252	0.39482	1.13	1.49262	2.92928E-06	-0.421091515
971	NA	48	44	8	0.03875	0.39892	1.093	1.5025	3.8159E-06	-0.441355504
972	NA	48	46	6	0.03506	0.40548	1.078	1.51077	5.00344E-06	-0.452519791
973	NA	48	48	4	0.0315	0.41475	1.084	1.51716	6.54482E-06	-0.45382754
974	NA	48	50	2	0.02817	0.42698	1.116	1.52146	8.55699E-06	-0.443284278
975	NA	48	52	0	0.0252	0.44241	1.177	1.5236	1.1257E-05	-0.421469466
976	NA	50	0	50	0.08756	0.40896	2.925	1.16556	2.04882E-06	-0.06407489
977	NA	50	2	48	0.08644	0.40895	2.966	1.1755	2.05743E-06	-0.066864484
978	NA	50	4	46	0.08531	0.40865	2.973	1.18655	2.04657E-06	-0.070735843
979	NA	50	6	44	0.08415	0.40808	2.946	1.1987	1.98133E-06	-0.075793972
980	NA	50	8	42	0.08295	0.40729	2.891	1.21195	1.83605E-06	-0.082059968
981	NA	50	10	40	0.08169	0.40633	2.813	1.22632	1.6211E-06	-0.089616647
982	NA	50	12	38	0.08035	0.40529	2.718	1.24182	1.38145E-06	-0.098526474
983	NA	50	14	36	0.07893	0.40425	2.613	1.25842	1.17568E-06	-0.108777984
984	NA	50	16	34	0.07741	0.40329	2.503	1.27605	1.03789E-06	-0.120363216
985	NA	50	18	32	0.07577	0.40247	2.394	1.2946	9.75542E-07	-0.13312891
986	NA	50	20	30	0.07397	0.40182	2.287	1.31385	9.85008E-07	-0.147044992
987	NA	50	22	28	0.07198	0.40124	2.182	1.33348	1.04749E-06	-0.162090429
988	NA	50	24	26	0.06974	0.40059	2.076	1.35309	1.14212E-06	-0.178476436
989	NA	50	26	24	0.06721	0.39971	1.968	1.37226	1.26179E-06	-0.196375207
990	NA	50	28	22	0.06438	0.39851	1.858	1.39064	1.40214E-06	-0.215982656
991	NA	50	30	20	0.06125	0.39696	1.747	1.40793	1.55811E-06	-0.237459243
992	NA	50	32	18	0.05781	0.39513	1.638	1.42385	1.72695E-06	-0.260668255
993	NA	50	34	16	0.05408	0.39326	1.536	1.43811	1.91784E-06	-0.28487821
994	NA	50	36	14	0.05015	0.39182	1.445	1.45064	2.15184E-06	-0.309120693
995	NA	50	38	12	0.04616	0.39154	1.368	1.46171	2.47889E-06	-0.332286149
996	NA	50	40	10	0.04222	0.39306	1.309	1.4716	2.98634E-06	-0.352553102
997	NA	50	42	8	0.03836	0.39676	1.269	1.48032	3.77947E-06	-0.368402575
998	NA	50	44	6	0.03461	0.40292	1.25	1.48776	4.93535E-06	-0.378049884
999	NA	50	46	4	0.03103	0.41177	1.256	1.49378	6.46934E-06	-0.379466739
1000	NA	50	48	2	0.0277	0.42357	1.289	1.49828	8.47464E-06	-0.372078706
1001	NA	50	50	0	0.02472	0.43853	1.354	1.50118	1.10217E-05	-0.355635396
1002	NA	52	0	48	0.08617	0.40392	2.879	1.17178	2.11717E-06	-0.06747278
1003	NA	52	2	46	0.08497	0.4039	2.92	1.18219	2.11963E-06	-0.070407457
1004	NA	52	4	44	0.08376	0.40359	2.927	1.19371	2.08182E-06	-0.074470988
1005	NA	52	6	42	0.08251	0.40304	2.903	1.20631	1.97124E-06	-0.079685725
1006	NA	52	8	40	0.08121	0.4023	2.853	1.22	1.78365E-06	-0.086082264
1007	NA	52	10	38	0.07985	0.40143	2.782	1.23475	1.55191E-06	-0.0937002
1008	NA	52	12	36	0.0784	0.40053	2.696	1.25057	1.33215E-06	-0.102563196
1009	NA	52	14	34	0.07686	0.39967	2.603	1.26739	1.17034E-06	-0.112546382
1010	NA	52	16	32	0.0752	0.39896	2.507	1.28511	1.0818E-06	-0.123593592
1011	NA	52	18	30	0.07339	0.39841	2.413	1.30354	1.06954E-06	-0.135491539
1012	NA	52	20	28	0.07141	0.39799	2.32	1.32239	1.12535E-06	-0.148242944
1013	NA	52	22	26	0.06919	0.39757	2.227	1.34127	1.22544E-06	-0.161846835
1014	NA	52	24	24	0.0667	0.39701	2.131	1.35975	1.35507E-06	-0.176496793
1015	NA	52	26	22	0.06391	0.39618	2.031	1.37743	1.51091E-06	-0.192359934
1016	NA	52	28	20	0.06082	0.39502	1.929	1.394	1.69037E-06	-0.209413433
1017	NA	52	30	18	0.05745	0.39359	1.827	1.40918	1.89123E-06	-0.227589289
1018	NA	52	32	16	0.05379	0.39204	1.729	1.42271	2.12148E-06	-0.246452517
1019	NA	52	34	14	0.04991	0.39074	1.641	1.43438	2.39694E-06	-0.264975641
1020	NA	52	36	12	0.04593	0.39035	1.567	1.44435	2.74292E-06	-0.282151784
1021	NA	52	38	10	0.04198	0.39158	1.511	1.45301	3.20176E-06	-0.296744204
1022	NA	52	40	8	0.03811	0.39491	1.473	1.46058	3.86434E-06	-0.308057667
1023	NA	52	42	6	0.03432	0.40065	1.456	1.4671	4.87652E-06	-0.314804622
1024	NA	52	44	4	0.03069	0.40906	1.463	1.47258	6.36599E-06	-0.315906996
1025	NA	52	46	2	0.02732	0.42039	1.498	1.47703	8.35611E-06	-0.310577656
1026	NA	52	48	0	0.02432	0.43486	1.568	1.48049	1.09223E-05	-0.298226518
1027	NA	54	0	46	0.08473	0.39908	2.825	1.17857	2.16918E-06	-0.071385103
1028	NA	54	2	44	0.08346	0.39905	2.866	1.18945	2.15154E-06	-0.074464672
1029	NA	54	4	42	0.08216	0.39877	2.876	1.20143	2.07364E-06	-0.078644518
1030	NA	54	6	40	0.08081	0.39826	2.857	1.21448	1.91928E-06	-0.083959217
1031	NA	54	8	38	0.07941	0.39759	2.814	1.22856	1.70758E-06	-0.090398638
1032	NA	54	10	36	0.07793	0.39685	2.753	1.24366	1.48582E-06	-0.097942855
1033	NA	54	12	34	0.07635	0.39613	2.68	1.25974	1.3076E-06	-0.106540108
1034	NA	54	14	32	0.07467	0.39552	2.602	1.27668	1.1976E-06	-0.116014431
1035	NA	54	16	30	0.07285	0.39507	2.523	1.29435	1.16281E-06	-0.126230209
1036	NA	54	18	28	0.07087	0.39479	2.445	1.31248	1.20496E-06	-0.137038048
1037	NA	54	20	26	0.06866	0.39458	2.366	1.33071	1.30787E-06	-0.148461627
1038	NA	54	22	24	0.0662	0.39431	2.286	1.34858	1.44779E-06	-0.160407732
1039	NA	54	24	22	0.06346	0.39383	2.201	1.36569	1.61742E-06	-0.173128682
1040	NA	54	26	20	0.06041	0.39306	2.111	1.38167	1.81594E-06	-0.186695666
1041	NA	54	28	18	0.05708	0.39202	2.02	1.39626	2.04155E-06	-0.200861993
1042	NA	54	30	16	0.05348	0.39083	1.931	1.4092	2.3001E-06	-0.215339743
1043	NA	54	32	14	0.04965	0.38976	1.848	1.42026	2.61308E-06	-0.22958144
1044	NA	54	34	12	0.04568	0.38935	1.78	1.42944	3.00653E-06	-0.242224313
1045	NA	54	36	10	0.04172	0.39032	1.729	1.43712	3.50564E-06	-0.252657758
1046	NA	54	38	8	0.03787	0.3933	1.698	1.44369	4.13778E-06	-0.260101236
1047	NA	54	40	6	0.03412	0.39865	1.69	1.44934	4.99815E-06	-0.263753517
1048	NA	54	42	4	0.03049	0.40662	1.705	1.45419	6.27505E-06	-0.263475036
1049	NA	54	44	2	0.02709	0.41747	1.748	1.45842	8.15537E-06	-0.258717608
1050	NA	54	46	0	0.02405	0.43141	1.823	1.46218	1.07056E-05	-0.249533258
1051	NA	56	0	44	0.08327	0.39445	2.764	1.18597	2.19253E-06	-0.075858453
1052	NA	56	2	42	0.0819	0.39445	2.808	1.19733	2.14096E-06	-0.079000623
1053	NA	56	4	40	0.0805	0.3942	2.822	1.20977	2.02034E-06	-0.083259027
1054	NA	56	6	38	0.07905	0.39376	2.81	1.22325	1.8373E-06	-0.088591318
1055	NA	56	8	36	0.07753	0.39321	2.777	1.23771	1.62595E-06	-0.094945576
1056	NA	56	10	34	0.07592	0.39263	2.729	1.2531	1.4403E-06	-0.102238968
1057	NA	56	12	32	0.07421	0.39214	2.672	1.26936	1.31561E-06	-0.110351137
1058	NA	56	14	30	0.07237	0.39181	2.612	1.28634	1.26219E-06	-0.119067736
1059	NA	56	16	28	0.07037	0.39166	2.551	1.30381	1.287E-06	-0.128258677
1060	NA	56	18	26	0.06818	0.39163	2.491	1.32146	1.38717E-06	-0.137734855
1061	NA	56	20	24	0.06574	0.39162	2.428	1.33883	1.53813E-06	-0.147581226
1062	NA	56	22	22	0.06303	0.39146	2.361	1.35549	1.72257E-06	-0.157789582
1063	NA	56	24	20	0.06002	0.39108	2.289	1.37104	1.93933E-06	-0.168399373
1064	NA	56	26	18	0.05674	0.39043	2.213	1.38519	2.18768E-06	-0.179369748
1065	NA	56	28	16	0.05319	0.38961	2.136	1.39771	2.4683E-06	-0.190487593
1066	NA	56	30	14	0.04941	0.38882	2.064	1.40837	2.80334E-06	-0.201153572
1067	NA	56	32	12	0.04546	0.38849	2.004	1.41706	3.22808E-06	-0.210498461
1068	NA	56	34	10	0.04149	0.38929	1.961	1.42405	3.77915E-06	-0.217809789
1069	NA	56	36	8	0.03762	0.39192	1.94	1.42984	4.47098E-06	-0.222400631
1070	NA	56	38	6	0.0339	0.39686	1.943	1.43479	5.32524E-06	-0.22394643
1071	NA	56	40	4	0.03033	0.4044	1.973	1.43911	6.43985E-06	-0.222152422
1072	NA	56	42	2	0.02697	0.41476	2.032	1.44306	8.03846E-06	-0.217122674
1073	NA	56	44	0	0.02392	0.42818	2.123	1.44694	1.03611E-05	-0.209142801
1074	NA	58	0	42	0.08178	0.39007	2.699	1.19407	2.17672E-06	-0.080904384
1075	NA	58	2	40	0.08031	0.3901	2.747	1.20592	2.08515E-06	-0.084061728
1076	NA	58	4	38	0.0788	0.38991	2.769	1.21883	1.93338E-06	-0.088256964
1077	NA	58	6	36	0.07723	0.38958	2.766	1.23272	1.74282E-06	-0.093498317
1078	NA	58	8	34	0.07558	0.38918	2.746	1.24753	1.55904E-06	-0.099597481
1079	NA	58	10	32	0.07383	0.38883	2.714	1.26318	1.42673E-06	-0.106440395
1080	NA	58	12	30	0.07196	0.38861	2.675	1.27955	1.36106E-06	-0.113868266
1081	NA	58	14	28	0.06995	0.38858	2.635	1.29645	1.37001E-06	-0.121602703
1082	NA	58	16	26	0.06775	0.38873	2.594	1.3136	1.46136E-06	-0.129555488
1083	NA	58	18	24	0.06533	0.38894	2.552	1.33058	1.62162E-06	-0.13759652
1084	NA	58	20	22	0.06265	0.38909	2.506	1.34692	1.82359E-06	-0.145761041
1085	NA	58	22	20	0.05968	0.38906	2.455	1.3622	2.05987E-06	-0.154036108
1086	NA	58	24	18	0.05644	0.38881	2.399	1.37609	2.33153E-06	-0.162398315
1087	NA	58	26	16	0.05294	0.38837	2.34	1.38836	2.63487E-06	-0.170718159
1088	NA	58	28	14	0.04921	0.3879	2.283	1.3988	2.98455E-06	-0.178596966
1089	NA	58	30	12	0.04531	0.38774	2.235	1.40728	3.42124E-06	-0.185386601
1090	NA	58	32	10	0.04133	0.38846	2.204	1.41391	3.99694E-06	-0.190306991
1091	NA	58	34	8	0.03743	0.39078	2.196	1.41918	4.74294E-06	-0.192827248
1092	NA	58	36	6	0.0337	0.3953	2.213	1.42365	5.66947E-06	-0.192871287
1093	NA	58	38	4	0.03015	0.40237	2.26	1.42763	6.79979E-06	-0.190180786
1094	NA	58	40	2	0.02684	0.41223	2.339	1.43142	8.23384E-06	-0.184964589
1095	NA	58	42	0	0.02384	0.42511	2.454	1.43542	1.02209E-05	-0.177503228
1096	NA	60	0	40	0.08027	0.38596	2.632	1.20298	2.11792E-06	-0.086557585
1097	NA	60	2	38	0.07869	0.38605	2.687	1.21535	1.99423E-06	-0.089607726
1098	NA	60	4	36	0.07705	0.38595	2.717	1.22874	1.82967E-06	-0.093693594
1099	NA	60	6	34	0.07535	0.38576	2.727	1.24304	1.65642E-06	-0.098649297
1100	NA	60	8	32	0.07355	0.38557	2.722	1.25819	1.52244E-06	-0.10433936
1101	NA	60	10	30	0.07165	0.38548	2.709	1.27405	1.45113E-06	-0.110505454
1102	NA	60	12	28	0.06961	0.38557	2.692	1.29049	1.44937E-06	-0.11697199
1103	NA	60	14	26	0.06741	0.38586	2.673	1.30723	1.52925E-06	-0.12357093
1104	NA	60	16	24	0.06499	0.38628	2.654	1.32392	1.69341E-06	-0.13009799
1105	NA	60	18	22	0.06233	0.38671	2.632	1.34008	1.91548E-06	-0.136552804
1106	NA	60	20	20	0.0594	0.38703	2.604	1.35525	2.17475E-06	-0.142987383
1107	NA	60	22	18	0.0562	0.38715	2.572	1.36907	2.47142E-06	-0.149240591
1108	NA	60	24	16	0.05274	0.38709	2.535	1.38129	2.80106E-06	-0.155348317
1109	NA	60	26	14	0.04907	0.38696	2.498	1.39172	3.16599E-06	-0.160990098
1110	NA	60	28	12	0.04522	0.38703	2.468	1.40023	3.60524E-06	-0.165663177
1111	NA	60	30	10	0.04126	0.38778	2.453	1.40683	4.18108E-06	-0.168769274
1112	NA	60	32	8	0.03733	0.38986	2.461	1.4119	4.94615E-06	-0.16980785
1113	NA	60	34	6	0.03358	0.39396	2.496	1.41611	5.92494E-06	-0.16871624
1114	NA	60	36	4	0.03003	0.40054	2.562	1.41995	7.13244E-06	-0.165508155
1115	NA	60	38	2	0.02673	0.40988	2.664	1.4238	8.59559E-06	-0.160261635
1116	NA	60	40	0	0.02375	0.42218	2.805	1.42806	1.04143E-05	-0.153343968
1117	NA	62	0	38	0.07875	0.38214	2.566	1.21291	2.02451E-06	-0.092843592
1118	NA	62	2	36	0.07704	0.38231	2.628	1.22582	1.8852E-06	-0.095730397
1119	NA	62	4	34	0.07527	0.38234	2.67	1.23971	1.72864E-06	-0.099504532
1120	NA	62	6	32	0.07342	0.38233	2.695	1.25445	1.59737E-06	-0.104022371
1121	NA	62	8	30	0.07147	0.38239	2.709	1.26993	1.52495E-06	-0.109046493
1122	NA	62	10	28	0.06939	0.38262	2.717	1.286	1.51889E-06	-0.114348787
1123	NA	62	12	26	0.06717	0.38304	2.723	1.30245	1.58924E-06	-0.119700212
1124	NA	62	14	24	0.06475	0.38365	2.728	1.31896	1.75083E-06	-0.12495263
1125	NA	62	16	22	0.06211	0.38433	2.731	1.33508	1.99209E-06	-0.130016447
1126	NA	62	18	20	0.05921	0.38496	2.731	1.35032	2.27997E-06	-0.134811829
1127	NA	62	20	18	0.05604	0.38544	2.725	1.36429	2.60529E-06	-0.139411322
1128	NA	62	22	16	0.05263	0.38576	2.714	1.37668	2.96546E-06	-0.143726435
1129	NA	62	24	14	0.049	0.38598	2.702	1.38732	3.35127E-06	-0.147538934
1130	NA	62	26	12	0.0452	0.38633	2.695	1.39609	3.79176E-06	-0.150503658
1131	NA	62	28	10	0.04128	0.38718	2.7	1.40297	4.35453E-06	-0.152220391
1132	NA	62	30	8	0.03736	0.38911	2.728	1.40819	5.11056E-06	-0.152141512
1133	NA	62	32	6	0.03357	0.39283	2.784	1.41243	6.10144E-06	-0.150252713
1134	NA	62	34	4	0.03	0.39891	2.874	1.41637	7.35534E-06	-0.14659491
1135	NA	62	36	2	0.0267	0.4077	3.001	1.42048	8.89457E-06	-0.141430498
1136	NA	62	38	0	0.02371	0.4194	3.17	1.42523	1.07487E-05	-0.135019337
1137	NA	64	0	36	0.07721	0.37863	2.502	1.2241	1.91398E-06	-0.099846149
1138	NA	64	2	34	0.07536	0.37892	2.574	1.23761	1.77646E-06	-0.102394349
1139	NA	64	4	32	0.07345	0.37912	2.629	1.25204	1.6512E-06	-0.105729904
1140	NA	64	6	30	0.07144	0.37935	2.671	1.26726	1.5788E-06	-0.109634091
1141	NA	64	8	28	0.06932	0.37971	2.706	1.2831	1.57302E-06	-0.113804787
1142	NA	64	10	26	0.06706	0.38027	2.738	1.2994	1.63899E-06	-0.11802184
1143	NA	64	12	24	0.06463	0.38104	2.769	1.31586	1.79449E-06	-0.122100895
1144	NA	64	14	22	0.06199	0.38194	2.8	1.33209	2.04857E-06	-0.125881332
1145	NA	64	16	20	0.05912	0.38286	2.827	1.34759	2.3704E-06	-0.129412346
1146	NA	64	18	18	0.05599	0.38369	2.851	1.36192	2.73149E-06	-0.132558913
1147	NA	64	20	16	0.05261	0.38437	2.87	1.37473	3.12737E-06	-0.13536076
1148	NA	64	22	14	0.04903	0.38495	2.887	1.38584	3.54268E-06	-0.137674463
1149	NA	64	24	12	0.04528	0.38559	2.907	1.39514	3.98903E-06	-0.13927024
1150	NA	64	26	10	0.04141	0.3866	2.937	1.40259	4.53424E-06	-0.139836254
1151	NA	64	28	8	0.0375	0.38848	2.989	1.40836	5.26473E-06	-0.138900386
1152	NA	64	30	6	0.03369	0.39189	3.07	1.41298	6.23839E-06	-0.13639249
1153	NA	64	32	4	0.03009	0.39748	3.185	1.41727	7.49596E-06	-0.132495643
1154	NA	64	34	2	0.02677	0.40568	3.341	1.4219	9.07313E-06	-0.127358766
1155	NA	64	36	0	0.02376	0.41677	3.541	1.4274	1.09991E-05	-0.121332011
1156	NA	66	0	34	0.07567	0.37546	2.441	1.23691	1.80477E-06	-0.107684143
1157	NA	66	2	32	0.07367	0.3759	2.525	1.2511	1.68836E-06	-0.109716751
1158	NA	66	4	30	0.0716	0.37632	2.596	1.26617	1.61497E-06	-0.112395531
1159	NA	66	6	28	0.06942	0.37683	2.658	1.28195	1.60966E-06	-0.115451421
1160	NA	66	8	26	0.06712	0.37753	2.717	1.29824	1.67617E-06	-0.118540836
1161	NA	66	10	24	0.06467	0.37845	2.775	1.31482	1.82715E-06	-0.121500509
1162	NA	66	12	22	0.06203	0.37955	2.833	1.33132	2.08517E-06	-0.124177302
1163	NA	66	14	20	0.05917	0.38073	2.89	1.34728	2.44048E-06	-0.126499771
1164	NA	66	16	18	0.05606	0.38188	2.944	1.36222	2.84802E-06	-0.128456283
1165	NA	66	18	16	0.05273	0.38291	2.995	1.37574	3.28807E-06	-0.129986177
1166	NA	66	20	14	0.04918	0.38385	3.044	1.38762	3.74373E-06	-0.131041345
1167	NA	66	22	12	0.04547	0.38479	3.095	1.39774	4.20618E-06	-0.131471749
1168	NA	66	24	10	0.04165	0.386	3.155	1.40609	4.73599E-06	-0.131035865
1169	NA	66	26	8	0.03778	0.38791	3.234	1.41278	5.43282E-06	-0.129428496
1170	NA	66	28	6	0.03396	0.39109	3.342	1.41822	6.37231E-06	-0.126487256
1171	NA	66	30	4	0.03032	0.39621	3.486	1.42322	7.60526E-06	-0.122346682
1172	NA	66	32	2	0.02696	0.40382	3.672	1.42867	9.17811E-06	-0.117261756
1173	NA	66	34	0	0.02393	0.41426	3.904	1.4352	1.11335E-05	-0.111534476
1174	NA	68	0	32	0.07414	0.37265	2.386	1.25184	1.71573E-06	-0.116415062
1175	NA	68	2	30	0.07198	0.37328	2.483	1.26686	1.64128E-06	-0.117779346
1176	NA	68	4	28	0.06974	0.37397	2.572	1.28271	1.6328E-06	-0.119590867
1177	NA	68	6	26	0.06738	0.37481	2.657	1.29919	1.70078E-06	-0.121547057
1178	NA	68	8	24	0.0649	0.37587	2.741	1.31608	1.85148E-06	-0.123420155
1179	NA	68	10	22	0.06224	0.37715	2.827	1.33307	2.10854E-06	-0.124981829
1180	NA	68	12	20	0.05938	0.37857	2.913	1.34971	2.48818E-06	-0.126211146
1181	NA	68	14	18	0.0563	0.38001	2.999	1.36553	2.9515E-06	-0.127016922
1182	NA	68	16	16	0.05299	0.38138	3.082	1.38007	3.45016E-06	-0.12745699
1183	NA	68	18	14	0.04948	0.38266	3.165	1.39307	3.96013E-06	-0.127400626
1184	NA	68	20	12	0.0458	0.38391	3.25	1.40438	4.45523E-06	-0.126797435
1185	NA	68	22	10	0.04202	0.38535	3.342	1.414	4.97856E-06	-0.12552526
1186	NA	68	24	8	0.03819	0.38733	3.452	1.42204	5.64009E-06	-0.123294108
1187	NA	68	26	6	0.03438	0.39036	3.589	1.42879	6.53655E-06	-0.11999852
1188	NA	68	28	4	0.03071	0.39508	3.764	1.43497	7.72952E-06	-0.115637838
1189	NA	68	30	2	0.0273	0.4021	3.981	1.4416	9.27341E-06	-0.110557289
1190	NA	68	32	0	0.02423	0.41187	4.247	1.44955	1.12197E-05	-0.104990529
1191	NA	70	0	30	0.07262	0.37021	2.337	1.2696	1.66748E-06	-0.126268434
1192	NA	70	2	28	0.0703	0.3711	2.45	1.28567	1.65241E-06	-0.126683925
1193	NA	70	4	26	0.06788	0.3721	2.56	1.30253	1.71794E-06	-0.127350367
1194	NA	70	6	24	0.06535	0.37331	2.669	1.31996	1.87064E-06	-0.128048905
1195	NA	70	8	22	0.06266	0.37475	2.78	1.33768	2.12783E-06	-0.128536662
1196	NA	70	10	20	0.05979	0.37637	2.895	1.35528	2.52027E-06	-0.128623284
1197	NA	70	12	18	0.05672	0.37808	3.011	1.37229	3.03879E-06	-0.128359674
1198	NA	70	14	16	0.05344	0.37976	3.127	1.38824	3.61542E-06	-0.127721382
1199	NA	70	16	14	0.04995	0.38136	3.244	1.40277	4.19976E-06	-0.1266459
1200	NA	70	18	12	0.04631	0.38293	3.364	1.41572	4.75119E-06	-0.125094684
1201	NA	70	20	10	0.04255	0.38461	3.49	1.42708	5.28544E-06	-0.123036486
1202	NA	70	22	8	0.03875	0.3867	3.632	1.43693	5.91688E-06	-0.120238291
1203	NA	70	24	6	0.03497	0.38965	3.801	1.44555	6.76733E-06	-0.116549098
1204	NA	70	26	4	0.03127	0.39404	4.006	1.45351	7.91282E-06	-0.112016603
1205	NA	70	28	2	0.02781	0.40051	4.255	1.46184	0.000009416	-0.10685293
1206	NA	70	30	0	0.02467	0.40959	4.554	1.47165	1.13349E-05	-0.101345351
1207	NA	72	0	28	0.07115	0.36818	2.296	1.29118	1.68063E-06	-0.1374268
1208	NA	72	2	26	0.06865	0.36936	2.427	1.30863	1.7386E-06	-0.136619844
1209	NA	72	4	24	0.06606	0.37072	2.558	1.32687	1.89107E-06	-0.135999275
1210	NA	72	6	22	0.06333	0.37231	2.693	1.34562	2.15134E-06	-0.135227056
1211	NA	72	8	20	0.06045	0.37412	2.833	1.36452	2.55116E-06	-0.13416402
1212	NA	72	10	18	0.05738	0.37607	2.978	1.38312	3.1135E-06	-0.132734249
1213	NA	72	12	16	0.0541	0.37803	3.125	1.4009	3.78348E-06	-0.131001759
1214	NA	72	14	14	0.05064	0.37995	3.276	1.41748	4.4713E-06	-0.128863942
1215	NA	72	16	12	0.04702	0.38182	3.429	1.43263	5.1115E-06	-0.126430413
1216	NA	72	18	10	0.04328	0.38374	3.591	1.44629	5.68545E-06	-0.123514212
1217	NA	72	20	8	0.0395	0.38597	3.766	1.45856	6.30068E-06	-0.120110927
1218	NA	72	22	6	0.03573	0.3889	3.965	1.4697	7.10785E-06	-0.11605816
1219	NA	72	24	4	0.03202	0.39304	4.2	1.48017	8.20405E-06	-0.111285765
1220	NA	72	26	2	0.0285	0.39901	4.479	1.49091	9.66188E-06	-0.105980247
1221	NA	72	28	0	0.02529	0.40741	4.81	1.50318	1.15478E-05	-0.100384539
1222	NA	74	0	26	0.06973	0.36657	2.265	1.318	1.77645E-06	-0.150116275
1223	NA	74	2	24	0.06707	0.36809	2.415	1.33734	1.92409E-06	-0.147841536
1224	NA	74	4	22	0.0643	0.36984	2.57	1.35749	2.18815E-06	-0.145611659
1225	NA	74	6	20	0.06138	0.37181	2.732	1.37811	2.59662E-06	-0.143204603
